id,name,brand,cpu,cpu_brand,ram,scrsize,gpu,gpu_brand,memory,drive_type,opersystem,weight,shop,price,url
0,Acer TravelMate B3 TMB311 31 C2HB,ACER,Intel Celeron,Intel,4,11.6,Intel UHD 620,Intel,128,SSD,Windows 11,1.4,Dienmayxanh,5490000,https://www.dienmayxanh.com/laptop/acer-travelmate-b3-tmb311-31-c2hb-nxvnfsv006
1,Apple MacBook Air M1 2020 -core GPU,MACBOOK,Apple M1,Apple,8,13.3,Apple M2 GPU,Apple,256,SSD,Mac OS,1.3,Dienmayxanh,27490000,https://www.dienmayxanh.com/laptop/apple-macbook-air-2020-mgn63saa
2,Asus TUF Gaming FX506LHB,ASUS,Core i5,Intel,8,15.6,GeForce GTX1650 (4GB),Nvidia,512,SSD,Windows 11,2.3,Dienmayxanh,20990000,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx506lhb-i5-hn188w
3,Apple MacBook Air M2 2022 -core GPU,MACBOOK,Core i5,Intel,8,13.6,Apple M2 GPU,Apple,256,SSD,Mac OS,1.2,Dienmayxanh,32990000,https://www.dienmayxanh.com/laptop/apple-macbook-air-m2-2022
4,HP 240 G8,HP,Core i3,Intel,4,14.0,Intel UHD 620,Intel,512,SSD,Windows 11,1.5,Dienmayxanh,13790000,https://www.dienmayxanh.com/laptop/hp-240-g8-i3-617k6pa
5,Lenovo Yoga Duet 7 13ITL6,LENOVO,Core i7,Intel,16,13.0,Intel Iris Xe,Intel,1024,SSD,Windows 10,1.2,Dienmayxanh,26990000,https://www.dienmayxanh.com/laptop/lenovo-yoga-duet-7-13itl6-i7-82ma003uvn
6,Acer Nitro 5 Gaming AN515 57 54MV,ACER,Core i5,Intel,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.2,Dienmayxanh,26490000,https://www.dienmayxanh.com/laptop/acer-nitro-5-gaming-an515-57-54mv-i5-nhqensv003
7,Dell Gaming G15 5515 R5,DELL,AMD Ryzen 5,AMD,8,15.6,GeForce RTX3050 (4GB),Nvidia,256,SSD,Windows 11,2.8,Dienmayxanh,19990000,https://www.dienmayxanh.com/laptop/dell-gaming-g15-5515-r5-p105f004cgr
8,Asus VivoBook 15X,ASUS,AMD Ryzen 5,AMD,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Dienmayxanh,19590000,https://www.dienmayxanh.com/laptop/asus-vivobook-15x-oled-a1503za-i5-l1290w
9,HP 15s fq2662TU,HP,Core i3,Intel,4,15.6,Intel UHD 620,Intel,256,SSD,Windows 11,1.7,Dienmayxanh,11210000,https://www.dienmayxanh.com/laptop/hp-15s-fq2662tu-i3-6k795pa
10,Lenovo Ideapad 3 15ITL6,LENOVO,Core i3,Intel,8,15.6,Intel UHD 620,Intel,512,SSD,Windows 11,1.6,Dienmayxanh,10990000,https://www.dienmayxanh.com/laptop/lenovo-ideapad-3-15itl6-i3-82h801nevn
11,HP VICTUS 16 d0292TX,HP,Core i5,Intel,8,16.1,GeForce RTX3050Ti (4GB),Nvidia,1024,SSD,Windows 11,2.5,Dienmayxanh,26590000,https://www.dienmayxanh.com/laptop/hp-victus-16-d0292tx-i5-5z9r3pa
12,Acer Aspire 7 Gaming A715 42G R4XX R5,ACER,AMD Ryzen 5,AMD,8,15.6,GeForce GTX1650 (4GB),Nvidia,1024,SSD,Windows 11,2.1,Dienmayxanh,15990000,https://www.dienmayxanh.com/laptop/acer-aspire-7-gaming-a715-42g-r4xx-r5-nhqaysv008
13,Dell Inspiron 15 3511,DELL,Core i3,Intel,4,15.6,Intel UHD 620,Intel,256,SSD,Windows 11,1.7,Dienmayxanh,12690000,https://www.dienmayxanh.com/laptop/dell-inspiron-15-3511-i3-p112f001cbl
14,HP Envy 13 ba1535TU,HP,Core i7,Intel,8,13.3,Intel Iris Xe,Intel,512,SSD,Windows 11,1.3,Dienmayxanh,23590000,https://www.dienmayxanh.com/laptop/hp-envy-13-ba1535tu-i7-4u6m4pa
15,Lenovo Ideapad 3 15IAU7,LENOVO,Core i7,Intel,8,15.6,Intel UHD 620,Intel,256,SSD,Windows 11,1.6,Dienmayxanh,11990000,https://www.dienmayxanh.com/laptop/lenovo-ideapad-3-15iau7-i3-82rk005lvn
16,itel ABLE 1S,ITEL,Intel Celeron,Intel,4,14.0,Intel UHD 620,Intel,256,SSD,Windows 11,1.4,Dienmayxanh,6090000,https://www.dienmayxanh.com/laptop/itel-able-1s-n4020-71006300027
17,Dell Vostro 3510,DELL,Core i5,Intel,8,15.6,GeForce MX350 (2GB),Nvidia,512,SSD,Windows 11,1.7,Dienmayxanh,19990000,https://www.dienmayxanh.com/laptop/dell-vostro-3510-i5-p112f002bbl
18,Asus ZenBook UX325EA,ASUS,Core i7,Intel,16,13.3,Intel Iris Xe,Intel,512,SSD,Windows 11,1.1,Dienmayxanh,27190000,https://www.dienmayxanh.com/laptop/asus-zenbook-ux325ea-i7-kg658w
19,Lenovo Ideapad 5 15ITL05,LENOVO,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Dienmayxanh,15090000,https://www.dienmayxanh.com/laptop/lenovo-ideapad-5-15itl05-i5-82fg01h7vn
20,Dell Gaming G15 5511,DELL,Core i5,Intel,8,15.6,GeForce RTX3050 (4GB),Nvidia,256,SSD,Windows 11,2.8,Dienmayxanh,25890000,https://www.dienmayxanh.com/laptop/dell-gaming-g15-5511-i5-70266676
21,Dell Vostro 5410,DELL,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.4,Dienmayxanh,21090000,https://www.dienmayxanh.com/laptop/dell-vostro-5410-i5-v4i5214w1
22,Lenovo Ideapad 3 15ITL6,LENOVO,Core i3,Intel,8,15.6,Intel UHD 620,Intel,256,SSD,Windows 11,1.6,Dienmayxanh,10290000,https://www.dienmayxanh.com/laptop/lenovo-ideapad-3-15itl6-i3-82h8005cvn
23,HP 15s fq5078TU,HP,Core i3,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Dienmayxanh,18190000,https://www.dienmayxanh.com/laptop/hp-15s-fq5078tu-i5-6k798pa
24,Acer Aspire 3 A315 58 52KT,ACER,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,216,SSD,Windows 11,1.7,Dienmayxanh,14990000,https://www.dienmayxanh.com/laptop/acer-aspire-3-a315-58-52kt-i5-nxam0sv006
25,Lenovo ThinkBook 14 G3 ACL R5,LENOVO,AMD Ryzen 5,AMD,8,14.0,Radeon Vega,AMD,216,SSD,Windows 11,1.4,Dienmayxanh,13990000,https://www.dienmayxanh.com/laptop/lenovo-thinkbook-14-g3-acl-r5-21a200cpvn
26,HP 340s G7,HP,Core i3,Intel,4,14.0,Intel UHD 620,Intel,216,SSD,Windows 10,1.4,Dienmayxanh,9490000,https://www.dienmayxanh.com/laptop/hp-340s-g7-i3-240q4pa
27,Dell Inspiron 16 5620,DELL,Core i3,Intel,8,16.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.9,Dienmayxanh,25190000,https://www.dienmayxanh.com/laptop/dell-inspiron-16-5620-i7-n6i7110w1
28,Asus TUF Gaming FX517ZC,ASUS,Core i3,Intel,8,15.6,GeForce RTX3050 (4GB),Nvidia,1024,SSD,Windows 11,2.0,Dienmayxanh,28990000,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx517zc-i5-hn077w
29,Lenovo Ideapad Gaming 3 15IAH7,LENOVO,Core i3,Intel,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.3,Dienmayxanh,23190000,https://www.dienmayxanh.com/laptop/lenovo-ideapad-gaming-3-15iah7-i5-82s9007tvn
30,HP Pavilion 15 eg2056TU,HP,Core i3,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Dienmayxanh,18990000,https://www.dienmayxanh.com/laptop/hp-pavilion-15-eg2056tu-i5-6k786pa
31,Acer Aspire A514 54 511G,ACER,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.5,Dienmayxanh,17490000,https://www.dienmayxanh.com/laptop/acer-aspire-a514-54-511g-i5-nxa28sv009
32,Dell Vostro 5620,DELL,Core i5,Intel,8,16.0,Intel Iris Xe,Intel,256,SSD,Windows 11,2.0,Dienmayxanh,22190000,https://www.dienmayxanh.com/laptop/dell-vostro-5620-i5-v6i5001w1
33,Asus Vivobook 15 X1502ZA,ASUS,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Dienmayxanh,17590000,https://www.dienmayxanh.com/laptop/asus-vivobook-15-x1502za-i5-ej120w
34,Asus VivoBook A415EA,ASUS,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.4,Dienmayxanh,16590000,https://www.dienmayxanh.com/laptop/asus-vivobook-a415ea-i5-am1637w
35,Asus ROG Strix Gaming G513IH R7,ASUS,AMD Ryzen 7,AMD,8,15.6,GeForce GTX1650 (4GB),Nvidia,1024,SSD,Windows 11,2.1,Dienmayxanh,20190000,https://www.dienmayxanh.com/laptop/asus-rog-strix-gaming-g513ih-r7-hn015w
36,HP 240 G9,HP,AMD Ryzen 7,AMD,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.5,Dienmayxanh,18590000,https://www.dienmayxanh.com/laptop/hp-240-g9-i5-6l1y2pa
37,Acer Aspire A315 56 32TP,ACER,Core i3,Intel,4,15.6,Intel UHD 620,Intel,256,SSD,Windows 11,1.7,Dienmayxanh,11990000,https://www.dienmayxanh.com/laptop/acer-aspire-a315-56-32tp-i3-nxhs5sv00k
38,Asus VivoBook X415EA,ASUS,Core i3,Intel,4,14.0,Intel UHD 620,Intel,256,SSD,Windows 11,1.6,Dienmayxanh,10990000,https://www.dienmayxanh.com/laptop/asus-vivobook-x415ea-i3-ek1386w
39,Dell XPS 13 Plus 9320,DELL,Core i3,Intel,16,13.4,Intel Iris Xe,Intel,512,SSD,Windows 11,1.3,Dienmayxanh,59990000,https://www.dienmayxanh.com/laptop/dell-xps-13-plus-9320-i7-5cg56
40,Apple MacBook Pro 16 M1 Pro 2021 10 core- core-GPU,MACBOOK,Apple M1 Pro,Apple,16,16.2,Apple M2 GPU,Apple,512,SSD,Mac OS,2.1,Dienmayxanh,53490000,https://www.dienmayxanh.com/laptop/apple-pro-16-m1-pro-2021-10-core-cpu
41,Asus Zenbook Pro 14 Duo,ASUS,Apple M1 Pro,Apple,16,14.5,GeForce RTX3050Ti (4GB),Nvidia,1024,SSD,Windows 11,1.8,Dienmayxanh,51060000,https://www.dienmayxanh.com/laptop/asus-zenbook-pro-14-duo-oled-ux8402z-i7-m3044w
42,LG gram 2022,LG,Apple M1 Pro,Apple,16,17.0,Intel Iris Xe,Intel,1024,SSD,Windows 11,1.4,Dienmayxanh,49790000,https://www.dienmayxanh.com/laptop/lg-gram-2022-i7-17z90qgah78a5
43,LG gram 2022,LG,Apple M1 Pro,Apple,16,16.0,Intel Iris Xe,Intel,1024,SSD,Windows 11,1.3,Dienmayxanh,47790000,https://www.dienmayxanh.com/laptop/lg-gram-2022-i7-16z90qgah78a5
44,LG gram 2022,LG,Apple M1 Pro,Apple,16,17.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.4,Dienmayxanh,47790000,https://www.dienmayxanh.com/laptop/lg-gram-2022-i7-17z90qgah76a5
45,Asus Gaming ROG Flow Z13 GZ301Z,ASUS,Apple M1 Pro,Apple,16,13.4,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,1.2,Dienmayxanh,52990000,https://www.dienmayxanh.com/laptop/asus-gaming-rog-flow-z13-gz301z-i7-ld110w
46,Dell XPS 13 9320,DELL,Apple M1 Pro,Apple,16,13.4,Intel Iris Xe,Intel,512,SSD,Windows 11,1.3,Dienmayxanh,46990000,https://www.dienmayxanh.com/laptop/dell-xps-13-9320-i5-70295789
47,Asus ROG Strix SCAR 15 G533ZM,ASUS,Apple M1 Pro,Apple,16,15.6,GeForce RTX3060 (6GB),Nvidia,512,SSD,Windows 11,2.3,Dienmayxanh,46790000,https://www.dienmayxanh.com/laptop/asus-rog-strix-scar-15-g533z-i7-ln2210w
48,LG gram 2022,LG,Apple M1 Pro,Apple,16,16.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.3,Dienmayxanh,45790000,https://www.dienmayxanh.com/laptop/lg-gram-2022-i7-16z90qgah76a5
49,Asus ROG Strix Gaming G513RM R7,ASUS,AMD Ryzen 7,AMD,16,15.6,GeForce RTX3060 (6GB),Nvidia,1024,SSD,Windows 11,2.3,Dienmayxanh,42190000,https://www.dienmayxanh.com/laptop/asus-rog-strix-gaming-g513r-r7-hq055w
50,Apple MacBook Pro 13 inch M2 2022 -core GPU,MACBOOK,Apple M1,Apple,16,13.3,Apple M2 GPU,Apple,256,SSD,Mac OS,1.4,Dienmayxanh,41990000,https://www.dienmayxanh.com/laptop/apple-macbook-pro-m2-2022-16gb-256gb
51,Asus TUF Gaming FX517ZR,ASUS,Apple M1,Apple,8,15.6,GeForce RTX3070 (8GB),Nvidia,1024,SSD,Windows 11,2.0,Dienmayxanh,37890000,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx517z-i7-hn086w
52,Dell XPS 13 9310,DELL,Core i5,Intel,8,13.4,Intel Iris Xe,Intel,512,SSD,Windows 11,1.2,Dienmayxanh,37790000,https://www.dienmayxanh.com/laptop/dell-xps-13-9310-i5-70273578
53,Asus TUF Gaming FX507ZM,ASUS,Core i5,Intel,16,15.6,GeForce RTX3060 (6GB),Nvidia,512,SSD,Windows 11,2.2,Dienmayxanh,41990000,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx507z-i7-hn123w
54,Asus Zenbook 14X,ASUS,Core i5,Intel,16,14.0,Intel Iris Xe,Intel,1024,SSD,Windows 11,1.4,Dienmayxanh,36490000,https://www.dienmayxanh.com/laptop/asus-zenbook-14x-oled-space-edition-ux5401zas-i7-kn070w
55,Apple MacBook Air M1 2020 -core GPU,MACBOOK,Apple M1,Apple,16,13.3,Apple M2 GPU,Apple,512,SSD,Mac OS,1.3,Dienmayxanh,39490000,https://www.dienmayxanh.com/laptop/apple-macbook-air-m1-2020-8-core-gpu
56,Apple MacBook Air M2 2022 -core GPU,MACBOOK,Apple M1,Apple,16,13.6,Apple M1 GPU,Apple,256,SSD,Mac OS,1.2,Dienmayxanh,38990000,https://www.dienmayxanh.com/laptop/apple-macbook-air-m2-2022-16gb-256gb
57,Lenovo Yoga Slim 7 Carbon 13ITL5,LENOVO,Core i7,Intel,16,13.3,Intel Iris Xe,Intel,1024,SSD,Windows 11,1.0,Dienmayxanh,34190000,https://www.dienmayxanh.com/laptop/lenovo-yoga-slim-7-carbon-13itl5-i7-82ev00awvn
58,Lenovo Yoga 7 14IAL7,LENOVO,Core i7,Intel,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.4,Dienmayxanh,33190000,https://www.dienmayxanh.com/laptop/lenovo-yoga-7-14ial7-i7-82qe000qvn
59,Acer Nitro 5 Gaming AN515 45 R86D R7,ACER,AMD Ryzen 7,AMD,8,15.6,GeForce RTX3060 (6GB),Nvidia,512,SSD,Windows 11,2.2,Dienmayxanh,32490000,https://www.dienmayxanh.com/laptop/acer-nitro-5-gaming-an515-45-r86d-r7-nhqbcsv005
60,HP Envy X360 13 bf0090TU,HP,AMD Ryzen 7,AMD,16,13.3,Intel Iris Xe,Intel,512,SSD,Windows 11,1.3,Dienmayxanh,32990000,https://www.dienmayxanh.com/laptop/hp-envy-x360-13-bf0090tu-i7-76b13pa
61,Acer Nitro 5 Tiger AN515 58 773Y,ACER,AMD Ryzen 7,AMD,8,15.6,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.5,Dienmayxanh,31990000,https://www.dienmayxanh.com/laptop/acer-nitro-5-tiger-an515-58-773y-i7-nhqfksv001
62,Apple MacBook Pro M1 2020,MACBOOK,Apple M1,Apple,8,13.3,Apple M2 GPU,Apple,512,SSD,Mac OS,1.4,Dienmayxanh,40190000,https://www.dienmayxanh.com/laptop/apple-macbook-pro-2020-myd92saa
63,Asus Vivobook Pro 15,ASUS,Apple M1,Apple,16,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,1.8,Dienmayxanh,31190000,https://www.dienmayxanh.com/laptop/asus-vivobook-pro-15-oled-k6502z-i7-ma036w
64,Asus Zenbook 14X,ASUS,Apple M1,Apple,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.4,Dienmayxanh,30990000,https://www.dienmayxanh.com/laptop/asus-zenbook-14x-oled-space-edition-ux5401zas-i5-kn130w
65,Intel NUC M15 Kit,INTEL,Core i7,Intel,16,15.6,Intel Iris Xe,Intel,512,SSD,Windows 10,1.6,Dienmayxanh,30690000,https://www.dienmayxanh.com/laptop/intel-nuc-m15-i7-bbc710bcuxbc1
66,Lenovo Legion 5 15IAH7,LENOVO,Core i7,Intel,8,15.6,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.4,Dienmayxanh,30690000,https://www.dienmayxanh.com/laptop/lenovo-legion-5-15iah7-i5-82rc003wvn
67,Lenovo Ideapad Gaming 3 15IAH7,LENOVO,Core i7,Intel,16,15.6,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.3,Dienmayxanh,30490000,https://www.dienmayxanh.com/laptop/lenovo-ideapad-gaming-3-15iah7-i7-82s9007uvn
68,Lenovo Yoga Slim 7 Pro 14IHU5,LENOVO,Core i7,Intel,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.4,Dienmayxanh,30190000,https://www.dienmayxanh.com/laptop/lenovo-yoga-slim-7-pro-14ihu5-i7-82nh00alvn
69,Lenovo Yoga 7 14IAL7,LENOVO,Core i7,Intel,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.4,Dienmayxanh,30190000,https://www.dienmayxanh.com/laptop/lenovo-yoga-7-14ial7-i5-82qe000rvn
70,Apple MacBook Air M2 2022 -core GPU,MACBOOK,Core i7,Intel,8,13.6,Apple M1 GPU,Apple,256,SSD,Mac OS,1.2,Dienmayxanh,32990000,https://www.dienmayxanh.com/laptop/apple-macbook-air-m2-2022
71,Asus TUF Gaming FX517ZM,ASUS,Core i7,Intel,8,15.6,GeForce RTX3060 (6GB),Nvidia,512,SSD,Windows 11,2.0,Dienmayxanh,33990000,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx517z-i7-hn480w
72,Asus TUF Gaming FX506HM,ASUS,Core i7,Intel,8,15.6,GeForce RTX3060 (6GB),Nvidia,1024,SSD,Windows 11,2.3,Dienmayxanh,29190000,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx506hm-i7-hn366w
73,Asus TUF Gaming FX507ZE,ASUS,Core i7,Intel,8,15.6,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.2,Dienmayxanh,33490000,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx507z-i7-hn093w
74,HP Envy X360 13 bf0095TU,HP,Core i7,Intel,16,13.3,Intel Iris Xe,Intel,512,SSD,Windows 11,1.3,Dienmayxanh,29590000,https://www.dienmayxanh.com/laptop/hp-envy-x360-13-bf0095tu-i5-76b15pa
75,Asus Vivobook Pro 15,ASUS,Core i7,Intel,16,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,1.8,Dienmayxanh,28930000,https://www.dienmayxanh.com/laptop/asus-vivobook-pro-15-k6502z-i5-ma025w
76,Asus Zenbook 14,ASUS,Core i7,Intel,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.4,Dienmayxanh,28890000,https://www.dienmayxanh.com/laptop/asus-zenbook-14-oled-ux3402za-i7-km221w
77,Asus TUF Gaming FX507ZC,ASUS,Core i7,Intel,8,15.6,GeForce RTX3050 (4GB),Nvidia,1024,SSD,Windows 11,2.2,Dienmayxanh,32490000,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx507zc-i7-hn124w
78,Dell Inspiron 16 5620,DELL,Core i7,Intel,16,16.0,GeForce MX570 (2GB),Nvidia,512,SSD,Windows 11,2.0,Dienmayxanh,28490000,https://www.dienmayxanh.com/laptop/dell-inspiron-16-5620-i5-n6i5003w1
79,Dell Gaming G15 5515 R7   H&,DELL,AMD Ryzen 7,AMD,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.8,Dienmayxanh,28390000,https://www.dienmayxanh.com/laptop/dell-gaming-g15-5515-r7-70266674
80,Lenovo Yoga Slim 7 Carbon 13ITL5,LENOVO,Core i5,Intel,16,13.3,Intel Iris Xe,Intel,512,SSD,Windows 11,1.0,Dienmayxanh,28190000,https://www.dienmayxanh.com/laptop/lenovo-yoga-slim-7-carbon-13itl5-i5-82nh00avvn
81,Lenovo Gaming Legion 5 15ACH6 R7,LENOVO,AMD Ryzen 7,AMD,8,15.6,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.4,Dienmayxanh,28190000,https://www.dienmayxanh.com/laptop/lenovo-gaming-legion-5-15ach6-r7-82jw00kmvn
82,Intel NUC M15 Kit,INTEL,Core i5,Intel,16,15.6,Intel Iris Xe,Intel,512,SSD,Windows 10,1.6,Dienmayxanh,28090000,https://www.dienmayxanh.com/laptop/intel-nuc-m15-i5-bbc510eauxbc1
83,Acer Nitro 5 Tiger AN515 58 52SP,ACER,Core i5,Intel,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.5,Dienmayxanh,27990000,https://www.dienmayxanh.com/laptop/acer-nitro-5-tiger-an515-58-52sp-i5-nhqfhsv001
84,Lenovo Ideapad Gaming 3 15ARH7 R5,LENOVO,AMD Ryzen 5,AMD,16,15.6,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.3,Dienmayxanh,27990000,https://www.dienmayxanh.com/laptop/lenovo-ideapad-gaming-3-15arh7-r5-82sb007lvn
85,Dell Vostro 5620,DELL,AMD Ryzen 5,AMD,16,16.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.9,Dienmayxanh,27990000,https://www.dienmayxanh.com/laptop/dell-vostro-5620-i7-p117f001agr
86,Asus ROG Strix Gaming G513R R7,ASUS,AMD Ryzen 7,AMD,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.1,Dienmayxanh,27190000,https://www.dienmayxanh.com/laptop/asus-rog-strix-gaming-g513r-r7-hn038w
87,Asus ZenBook UX425E,ASUS,Core i7,Intel,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.2,Dienmayxanh,27190000,https://www.dienmayxanh.com/laptop/asus-zenbook-ux425e-i7-ki843w
88,HP EliteBook 630 G9,HP,Core i7,Intel,16,13.3,Intel Iris Xe,Intel,512,SSD,Windows 11,1.3,Dienmayxanh,27790000,https://www.dienmayxanh.com/laptop/hp-elitebook-630-g9-i7-6m146pa
89,Dell Vostro 5620,DELL,Core i7,Intel,8,16.0,GeForce MX570 (2GB),Nvidia,512,SSD,Windows 11,2.0,Dienmayxanh,25490000,https://www.dienmayxanh.com/laptop/dell-vostro-5620-i5-70296963
90,HP Pavilion X360 14 ek0055TU,HP,Core i7,Intel,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.5,Dienmayxanh,25990000,https://www.dienmayxanh.com/laptop/hp-pavilion-x360-14-ek0055tu-i7-6l293pa
91,Asus TUF Gaming FX517ZE,ASUS,Core i7,Intel,8,15.6,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.0,Dienmayxanh,29990000,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx517ze-i5-hn045w
92,HP Pavilion X360 14 ek0055TU,HP,Core i7,Intel,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.5,Dienmayxanh,25990000,https://www.dienmayxanh.com/laptop/hp-pavilion-x360-14-ek0055tu-i7-6l293pa
93,Lenovo Ideapad 5 Pro 14IAP7,LENOVO,Core i7,Intel,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.4,Dienmayxanh,25330000,https://www.dienmayxanh.com/laptop/lenovo-ideapad-5-pro-14iap7-i7-82sh002svn
94,Asus TUF Gaming FA507RC R7,ASUS,AMD Ryzen 7,AMD,8,15.6,GeForce RTX3050 (4GB),Nvidia,1024,SSD,Windows 11,2.2,Dienmayxanh,28490000,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fa507rc-r7-hn051w
95,LG gram 2022,LG,AMD Ryzen 7,AMD,8,14.0,Intel UHD 620,Intel,256,SSD,Windows 11,1.0,Dienmayxanh,25190000,https://www.dienmayxanh.com/laptop/lg-gram-2022-i3-14z90qgaj32a5
96,Lenovo Gaming Legion 5 15ACH6 R5,LENOVO,AMD Ryzen 5,AMD,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.4,Dienmayxanh,25190000,https://www.dienmayxanh.com/laptop/lenovo-gaming-legion-5-15ach6-r5-82jw00klvn
97,Acer Nitro 5 Gaming AN515 57 553E,ACER,Core i5,Intel,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.2,Dienmayxanh,24990000,https://www.dienmayxanh.com/laptop/acer-nitro-5-gaming-an515-57-553e-i5-nhqensv006
98,Dell Vostro 5620,DELL,Core i5,Intel,16,16.0,Intel Iris Xe,Intel,512,SSD,Windows 11,2.0,Dienmayxanh,24990000,https://www.dienmayxanh.com/laptop/dell-vostro-5620-i5-70282719
99,HP Envy x360 Convert 13 ay1056AU R7,HP,AMD Ryzen 7,AMD,8,13.3,Radeon Vega,AMD,256,SSD,Windows 11,1.3,Dienmayxanh,24890000,https://www.dienmayxanh.com/laptop/hp-envy-x360-convert-13-ay1056au-r7-601q8pa
100,Asus ExpertBook B5402CB,ASUS,AMD Ryzen 7,AMD,16,14.0,Intel Iris Xe,Intel,1024,SSD,Windows 11,1.2,Dienmayxanh,24640000,https://www.dienmayxanh.com/laptop/asus-expertbook-b5402cb-i5-ki0353w
101,Dell Inspiron 16 5620,DELL,AMD Ryzen 7,AMD,16,16.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.9,Dienmayxanh,24490000,https://www.dienmayxanh.com/laptop/dell-inspiron-16-5620-i5p165w11slu
102,Apple MacBook Air M1 2020 -core GPU,MACBOOK,Apple M1,Apple,8,13.3,Apple M1 GPU,Apple,256,SSD,Mac OS,1.3,Dienmayxanh,27490000,https://www.dienmayxanh.com/laptop/apple-macbook-air-2020-mgn63saa
103,Acer Swift 3 SF314 512 56QN,ACER,Apple M1,Apple,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.2,Dienmayxanh,23990000,https://www.dienmayxanh.com/laptop/acer-swift-3-sf314-512-56qn-i5-nxk0fsv002
104,Asus Zenbook 14,ASUS,Apple M1,Apple,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.4,Dienmayxanh,23830000,https://www.dienmayxanh.com/laptop/asus-zenbook-14-oled-ux3402za-i5-km218w
105,Dell Vostro 3400,DELL,Core i7,Intel,8,14.0,GeForce MX330 (2GB),Nvidia,512,SSD,Windows 11,1.6,Dienmayxanh,23590000,https://www.dienmayxanh.com/laptop/dell-vostro-3400-i7-v4i7015w1
106,HP Pavilion 15 eg2066TU,HP,Core i7,Intel,16,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Dienmayxanh,24190000,https://www.dienmayxanh.com/laptop/hp-pavilion-15-eg2066tu-i7-6k7e2pa
